Land;Partner;Variable;Einheit;Jahr;Wert;Quelle
GRC;ZAF;Foreign Claims;Mio. US-$;2009;272;BIS
GRC;AUT;Foreign Claims;Mio. US-$;2010;116;BIS
GRC;ARG;Foreign Claims;Mio. US-$;2010;0;BIS
GRC;AUS;Foreign Claims;Mio. US-$;2010;33;BIS
GRC;BEL;Foreign Claims;Mio. US-$;2010;177;BIS
GRC;BGR;Foreign Claims;Mio. US-$;2010;15093;BIS
GRC;BRA;Foreign Claims;Mio. US-$;2010;0;BIS
GRC;CAN;Foreign Claims;Mio. US-$;2010;68;BIS
GRC;CHE;Foreign Claims;Mio. US-$;2010;1022;BIS
GRC;CHL;Foreign Claims;Mio. US-$;2010;0;BIS
GRC;CHN;Foreign Claims;Mio. US-$;2010;4;BIS
GRC;CYP;Foreign Claims;Mio. US-$;2010;10617;BIS
GRC;CZE;Foreign Claims;Mio. US-$;2010;3;BIS
GRC;DEU;Foreign Claims;Mio. US-$;2010;5182;BIS
GRC;DNK;Foreign Claims;Mio. US-$;2010;38;BIS
GRC;EST;Foreign Claims;Mio. US-$;2010;3;BIS
GRC;ESP;Foreign Claims;Mio. US-$;2010;326;BIS
GRC;FIN;Foreign Claims;Mio. US-$;2010;2;BIS
GRC;FRA;Foreign Claims;Mio. US-$;2010;1964;BIS
GRC;GBR;Foreign Claims;Mio. US-$;2010;15910;BIS
GRC;GRC;Foreign Claims;Mio. US-$;2010;0;BIS
GRC;HRV;Foreign Claims;Mio. US-$;2010;178;BIS
GRC;HUN;Foreign Claims;Mio. US-$;2010;228;BIS
GRC;IRL;Foreign Claims;Mio. US-$;2010;510;BIS
GRC;ISR;Foreign Claims;Mio. US-$;2010;3;BIS
GRC;IND;Foreign Claims;Mio. US-$;2010;17;BIS
GRC;ITA;Foreign Claims;Mio. US-$;2010;521;BIS
GRC;JPN;Foreign Claims;Mio. US-$;2010;29;BIS
GRC;KOR;Foreign Claims;Mio. US-$;2010;7;BIS
GRC;LTU;Foreign Claims;Mio. US-$;2010;38;BIS
GRC;LUX;Foreign Claims;Mio. US-$;2010;7380;BIS
GRC;LVA;Foreign Claims;Mio. US-$;2010;7;BIS
GRC;MLT;Foreign Claims;Mio. US-$;2010;466;BIS
GRC;MEX;Foreign Claims;Mio. US-$;2010;0;BIS
GRC;NLD;Foreign Claims;Mio. US-$;2010;4244;BIS
GRC;NOR;Foreign Claims;Mio. US-$;2010;80;BIS
GRC;NZL;Foreign Claims;Mio. US-$;2010;13;BIS
GRC;POL;Foreign Claims;Mio. US-$;2010;8018;BIS
GRC;PRT;Foreign Claims;Mio. US-$;2010;82;BIS
GRC;ROU;Foreign Claims;Mio. US-$;2010;21147;BIS
GRC;RUS;Foreign Claims;Mio. US-$;2010;548;BIS
GRC;SWE;Foreign Claims;Mio. US-$;2010;24;BIS
GRC;SVN;Foreign Claims;Mio. US-$;2010;2;BIS
GRC;SVK;Foreign Claims;Mio. US-$;2010;0;BIS
GRC;TUR;Foreign Claims;Mio. US-$;2010;30850;BIS
GRC;USA;Foreign Claims;Mio. US-$;2010;5333;BIS
GRC;ZAF;Foreign Claims;Mio. US-$;2010;253;BIS
GRC;AUT;Foreign Claims;Mio. US-$;2011;165;BIS
GRC;ARG;Foreign Claims;Mio. US-$;2011;0;BIS
GRC;AUS;Foreign Claims;Mio. US-$;2011;66;BIS
GRC;BEL;Foreign Claims;Mio. US-$;2011;314;BIS
GRC;BGR;Foreign Claims;Mio. US-$;2011;13019;BIS
GRC;BRA;Foreign Claims;Mio. US-$;2011;0;BIS
GRC;CAN;Foreign Claims;Mio. US-$;2011;56;BIS
GRC;CHE;Foreign Claims;Mio. US-$;2011;890;BIS
GRC;CHL;Foreign Claims;Mio. US-$;2011;0;BIS
GRC;CHN;Foreign Claims;Mio. US-$;2011;3;BIS
GRC;CYP;Foreign Claims;Mio. US-$;2011;19009;BIS
GRC;CZE;Foreign Claims;Mio. US-$;2011;8;BIS
GRC;DEU;Foreign Claims;Mio. US-$;2011;2663;BIS
GRC;DNK;Foreign Claims;Mio. US-$;2011;194;BIS
GRC;EST;Foreign Claims;Mio. US-$;2011;3;BIS
GRC;ESP;Foreign Claims;Mio. US-$;2011;292;BIS
GRC;FIN;Foreign Claims;Mio. US-$;2011;1;BIS
GRC;FRA;Foreign Claims;Mio. US-$;2011;1960;BIS
GRC;GBR;Foreign Claims;Mio. US-$;2011;14730;BIS
GRC;GRC;Foreign Claims;Mio. US-$;2011;0;BIS
GRC;HRV;Foreign Claims;Mio. US-$;2011;160;BIS
GRC;HUN;Foreign Claims;Mio. US-$;2011;130;BIS
GRC;IRL;Foreign Claims;Mio. US-$;2011;488;BIS
GRC;ISR;Foreign Claims;Mio. US-$;2011;3;BIS
GRC;IND;Foreign Claims;Mio. US-$;2011;2;BIS
GRC;ITA;Foreign Claims;Mio. US-$;2011;444;BIS
GRC;JPN;Foreign Claims;Mio. US-$;2011;67;BIS
GRC;KOR;Foreign Claims;Mio. US-$;2011;0;BIS
GRC;LTU;Foreign Claims;Mio. US-$;2011;19;BIS
GRC;LUX;Foreign Claims;Mio. US-$;2011;5158;BIS
GRC;LVA;Foreign Claims;Mio. US-$;2011;1;BIS
GRC;MLT;Foreign Claims;Mio. US-$;2011;443;BIS
GRC;MEX;Foreign Claims;Mio. US-$;2011;0;BIS
GRC;NLD;Foreign Claims;Mio. US-$;2011;3889;BIS
GRC;NOR;Foreign Claims;Mio. US-$;2011;110;BIS
GRC;NZL;Foreign Claims;Mio. US-$;2011;9;BIS
GRC;POL;Foreign Claims;Mio. US-$;2011;8027;BIS
GRC;PRT;Foreign Claims;Mio. US-$;2011;51;BIS
GRC;ROU;Foreign Claims;Mio. US-$;2011;18800;BIS
GRC;RUS;Foreign Claims;Mio. US-$;2011;369;BIS
GRC;SWE;Foreign Claims;Mio. US-$;2011;76;BIS
GRC;SVN;Foreign Claims;Mio. US-$;2011;0;BIS
GRC;SVK;Foreign Claims;Mio. US-$;2011;0;BIS
GRC;TUR;Foreign Claims;Mio. US-$;2011;28212;BIS
GRC;USA;Foreign Claims;Mio. US-$;2011;2390;BIS
GRC;ZAF;Foreign Claims;Mio. US-$;2011;264;BIS
GRC;AUT;Foreign Claims;Mio. US-$;2012;945;BIS
GRC;ARG;Foreign Claims;Mio. US-$;2012;0;BIS
GRC;AUS;Foreign Claims;Mio. US-$;2012;67;BIS
GRC;BEL;Foreign Claims;Mio. US-$;2012;277;BIS
GRC;BGR;Foreign Claims;Mio. US-$;2012;12048;BIS
GRC;BRA;Foreign Claims;Mio. US-$;2012;0;BIS
GRC;CAN;Foreign Claims;Mio. US-$;2012;167;BIS
GRC;CHE;Foreign Claims;Mio. US-$;2012;878;BIS
GRC;CHL;Foreign Claims;Mio. US-$;2012;0;BIS
GRC;CHN;Foreign Claims;Mio. US-$;2012;2;BIS
GRC;CYP;Foreign Claims;Mio. US-$;2012;16732;BIS
GRC;CZE;Foreign Claims;Mio. US-$;2012;31;BIS
GRC;DEU;Foreign Claims;Mio. US-$;2012;3388;BIS
GRC;DNK;Foreign Claims;Mio. US-$;2012;205;BIS
GRC;EST;Foreign Claims;Mio. US-$;2012;0;BIS
GRC;ESP;Foreign Claims;Mio. US-$;2012;218;BIS
GRC;FIN;Foreign Claims;Mio. US-$;2012;168;BIS
GRC;FRA;Foreign Claims;Mio. US-$;2012;1663;BIS
GRC;GBR;Foreign Claims;Mio. US-$;2012;13095;BIS
GRC;GRC;Foreign Claims;Mio. US-$;2012;0;BIS
GRC;HRV;Foreign Claims;Mio. US-$;2012;170;BIS
GRC;HUN;Foreign Claims;Mio. US-$;2012;140;BIS
GRC;IRL;Foreign Claims;Mio. US-$;2012;416;BIS
GRC;ISR;Foreign Claims;Mio. US-$;2012;27;BIS
GRC;IND;Foreign Claims;Mio. US-$;2012;1;BIS
GRC;ITA;Foreign Claims;Mio. US-$;2012;520;BIS
GRC;JPN;Foreign Claims;Mio. US-$;2012;104;BIS
GRC;KOR;Foreign Claims;Mio. US-$;2012;0;BIS
GRC;LTU;Foreign Claims;Mio. US-$;2012;23;BIS
GRC;LUX;Foreign Claims;Mio. US-$;2012;46132;BIS
GRC;LVA;Foreign Claims;Mio. US-$;2012;2;BIS
GRC;MLT;Foreign Claims;Mio. US-$;2012;443;BIS
GRC;MEX;Foreign Claims;Mio. US-$;2012;0;BIS
GRC;NLD;Foreign Claims;Mio. US-$;2012;3477;BIS
GRC;NOR;Foreign Claims;Mio. US-$;2012;57;BIS
GRC;NZL;Foreign Claims;Mio. US-$;2012;17;BIS
GRC;POL;Foreign Claims;Mio. US-$;2012;1704;BIS
GRC;PRT;Foreign Claims;Mio. US-$;2012;17;BIS
GRC;ROU;Foreign Claims;Mio. US-$;2012;17187;BIS
GRC;RUS;Foreign Claims;Mio. US-$;2012;366;BIS
GRC;SWE;Foreign Claims;Mio. US-$;2012;81;BIS
GRC;SVN;Foreign Claims;Mio. US-$;2012;0;BIS
GRC;SVK;Foreign Claims;Mio. US-$;2012;1;BIS
GRC;TUR;Foreign Claims;Mio. US-$;2012;31257;BIS
GRC;USA;Foreign Claims;Mio. US-$;2012;3646;BIS
GRC;ZAF;Foreign Claims;Mio. US-$;2012;303;BIS
IRL;AUT;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;ARG;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;AUS;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;BEL;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;BGR;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;BRA;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;CAN;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;CHE;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;CHL;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;CHN;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;CYP;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;CZE;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;DEU;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;DNK;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;EST;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;ESP;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;FIN;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;FRA;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;GBR;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;GRC;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;HRV;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;HUN;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;IRL;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;ISR;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;IND;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;ITA;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;JPN;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;KOR;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;LTU;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;LUX;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;LVA;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;MLT;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;MEX;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;NLD;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;NOR;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;NZL;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;POL;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;PRT;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;ROU;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;RUS;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;SWE;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;SVN;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;SVK;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;TUR;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;USA;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;ZAF;Foreign Claims;Mio. US-$;2000;0;BIS
IRL;AUT;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;ARG;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;AUS;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;BEL;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;BGR;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;BRA;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;CAN;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;CHE;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;CHL;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;CHN;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;CYP;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;CZE;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;DEU;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;DNK;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;EST;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;ESP;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;FIN;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;FRA;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;GBR;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;GRC;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;HRV;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;HUN;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;IRL;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;ISR;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;IND;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;ITA;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;JPN;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;KOR;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;LTU;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;LUX;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;LVA;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;MLT;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;MEX;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;NLD;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;NOR;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;NZL;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;POL;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;PRT;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;ROU;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;RUS;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;SWE;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;SVN;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;SVK;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;TUR;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;USA;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;ZAF;Foreign Claims;Mio. US-$;2001;0;BIS
IRL;AUT;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;ARG;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;AUS;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;BEL;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;BGR;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;BRA;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;CAN;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;CHE;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;CHL;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;CHN;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;CYP;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;CZE;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;DEU;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;DNK;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;EST;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;ESP;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;FIN;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;FRA;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;GBR;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;GRC;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;HRV;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;HUN;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;IRL;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;ISR;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;IND;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;ITA;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;JPN;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;KOR;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;LTU;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;LUX;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;LVA;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;MLT;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;MEX;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;NLD;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;NOR;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;NZL;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;POL;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;PRT;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;ROU;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;RUS;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;SWE;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;SVN;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;SVK;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;TUR;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;USA;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;ZAF;Foreign Claims;Mio. US-$;2002;0;BIS
IRL;AUT;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;ARG;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;AUS;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;BEL;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;BGR;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;BRA;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;CAN;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;CHE;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;CHL;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;CHN;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;CYP;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;CZE;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;DEU;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;DNK;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;EST;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;ESP;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;FIN;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;FRA;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;GBR;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;GRC;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;HRV;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;HUN;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;IRL;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;ISR;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;IND;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;ITA;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;JPN;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;KOR;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;LTU;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;LUX;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;LVA;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;MLT;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;MEX;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;NLD;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;NOR;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;NZL;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;POL;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;PRT;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;ROU;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;RUS;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;SWE;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;SVN;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;SVK;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;TUR;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;USA;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;ZAF;Foreign Claims;Mio. US-$;2003;0;BIS
IRL;AUT;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;ARG;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;AUS;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;BEL;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;BGR;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;BRA;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;CAN;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;CHE;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;CHL;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;CHN;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;CYP;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;CZE;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;DEU;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;DNK;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;EST;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;ESP;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;FIN;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;FRA;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;GBR;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;GRC;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;HRV;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;HUN;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;IRL;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;ISR;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;IND;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;ITA;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;JPN;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;KOR;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;LTU;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;LUX;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;LVA;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;MLT;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;MEX;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;NLD;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;NOR;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;NZL;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;POL;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;PRT;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;ROU;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;RUS;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;SWE;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;SVN;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;SVK;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;TUR;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;USA;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;ZAF;Foreign Claims;Mio. US-$;2004;0;BIS
IRL;AUT;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;ARG;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;AUS;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;BEL;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;BGR;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;BRA;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;CAN;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;CHE;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;CHL;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;CHN;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;CYP;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;CZE;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;DEU;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;DNK;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;EST;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;ESP;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;FIN;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;FRA;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;GBR;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;GRC;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;HRV;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;HUN;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;IRL;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;ISR;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;IND;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;ITA;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;JPN;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;KOR;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;LTU;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;LUX;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;LVA;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;MLT;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;MEX;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;NLD;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;NOR;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;NZL;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;POL;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;PRT;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;ROU;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;RUS;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;SWE;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;SVN;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;SVK;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;TUR;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;USA;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;ZAF;Foreign Claims;Mio. US-$;2005;0;BIS
IRL;AUT;Foreign Claims;Mio. US-$;2006;12697;BIS
IRL;ARG;Foreign Claims;Mio. US-$;2006;0;BIS
IRL;AUS;Foreign Claims;Mio. US-$;2006;0;BIS
IRL;BEL;Foreign Claims;Mio. US-$;2006;6245;BIS
IRL;BGR;Foreign Claims;Mio. US-$;2006;0;BIS
IRL;BRA;Foreign Claims;Mio. US-$;2006;0;BIS
IRL;CAN;Foreign Claims;Mio. US-$;2006;9018;BIS
